stop_name,type,line_name,stop_id,location,identifier,district,neighborhood,east_west_admin
Heinrich-Seidelstrasse Ecke Steglitzerdamm,autobus,A33,1965403,"52.45020464,13.34509572",,Steglitz-Zehlendorf,Steglitz,west
S-Bhf. Südende,autobus,A33,1965404,"52.44902461,13.35443762",,Steglitz-Zehlendorf,Steglitz,west
Steglitzerdamm Ecke Attilastrasse,autobus,A33,1965405,"52.44676905,13.36072241",,Steglitz-Zehlendorf,Steglitz,west
Kaiser-/Ringstrasse,autobus,A33,1965406,"52.44448052,13.37222908",,Tempelhof-Schöneberg,Mariendorf,west
Rathausstrasse Ecke Kaiserstrasse,autobus,A33,1965407,"52.44526215,13.37948232",,Tempelhof-Schöneberg,Mariendorf,west
Kaiserstrasse Ecke Mariendorferdamm,autobus,A33,1965408,"52.44556286,13.38580057",,Tempelhof-Schöneberg,Mariendorf,west
"Spandau, Friedhof",autobus,A34,1965409,"52.55313629,13.17967445",,Spandau,Falkenhagener Feld,west
Pionierstrasse Ecke Zeppelinstrasse,autobus,A34,1965410,"52.55150025,13.18552122",,Spandau,Falkenhagener Feld,west
Askanierring Ecke Falkenhagenerstrasse,autobus,A34,1965411,"52.54892650,13.19348270",,Spandau,Spandau,west
"Spandau, Hafenplatz",autobus,A34,1965412,"52.54215888,13.20604486",,Spandau,Spandau,west
Wilhelmstrasse Ecke Klosterstrasse,autobus,A34,1965413,"52.52916945,13.19565266",,Spandau,Wilhelmstadt,west
Adamstrasse Ecke Pichelsdorferstrasse,autobus,A34,1965414,"52.52107038,13.19779651",,Spandau,Wilhelmstadt,west
Heerstrasse Ecke Pichelsdorferstrasse,autobus,A34,1965415,"52.51306304,13.19689712",,Spandau,Wilhelmstadt,west
Weinmeisterhornweg Ecke Gatowerstrasse,autobus,A34,1965416,"52.50926294,13.18033740",,Spandau,Wilhelmstadt,west
Ortsgrenze Gatow,autobus,A34,1965417,"52.49816017,13.18001442",,Spandau,Gatow,west
"Gatow, Kirche",autobus,A34,1965418,"52.48684681,13.18215148",,Spandau,Gatow,west
Großglienickerweg Ecke Kladowerdamm,autobus,A34,1965419,"52.48313296,13.18267729",,Spandau,Gatow,west
Krankenhaus Hohengatow,autobus,A34,1965420,"52.47044988,13.16939160",,Spandau,Gatow,west
Krankenhaus Havelhöhe,autobus,A34,1965421,"52.46291933,13.15899083",,Spandau,Kladow,west
Alt-Kladow Ecke Kladowerdamm,autobus,A34,1965422,"52.45345793,13.14387535",,Spandau,Kladow,west
Schweizerhaus,autobus,A34,1965423,"52.46175022,13.13357880",,Spandau,Kladow,west
Gutshof,autobus,A34,1965424,"52.47510904,13.12071054",,Spandau,Kladow,west
Alt-Gatow,autobus,A34 E,1965425,"52.48331436,13.18269333",,Spandau,Gatow,west
Großglienickerweg,autobus,A34 E,1965426,"52.48155728,13.17437384",,Spandau,Gatow,west
Siedlung Habichtswald,autobus,A34 E,1965427,"52.47953016,13.14206961",,Spandau,Gatow,west
Krampnitzerweg Ecke Sakrower Landstrasse,autobus,A35,1965428,"52.45224947,13.13839944",,Spandau,Kladow,west
"Kladow, Hottengrund",autobus,A35,1965429,"52.44608218,13.12631025",,Spandau,Kladow,west
"Kladow, Dorfplatz",autobus,A35 E,1965430,"52.45233907,13.13858722",,Spandau,Kladow,west
Sarkower Landstrasse Ecke Kladowerdamm,autobus,A35 E,1965431,"52.45336191,13.14374514",,Spandau,Kladow,west
Krampnitzerweg Ecke Sarkower Landstrasse,autobus,A35 E,1965432,"52.45227850,13.13840632",,Spandau,Kladow,west
Pottensteinerweg Ecke Selbitzerstrasse,autobus,A35 E,1965433,"52.45051486,13.12165202",,Spandau,Kladow,west
Lanzendorferweg Ecke Pottensteinerweg,autobus,A35 E,1965434,"52.45047761,13.11861910",,Spandau,Kladow,west
Altenheim Hottengrund,autobus,A35 E,1965435,"52.44892367,13.11423775",,Spandau,Kladow,west
"Zehlendorf, Potsdamerstrasse Ecke Fischerhüttenstrasse",autobus,A48,1965436,"52.43574406,13.25604513",,Steglitz-Zehlendorf,Zehlendorf,west
Teltowerdamm Ecke Potsdamerstrasse,autobus,A48,1965437,"52.43506854,13.26043342",,Steglitz-Zehlendorf,Zehlendorf,west
Sundgauerstrasse Ecke Potsdamerstrasse,autobus,A48,1965438,"52.43835132,13.27139377",,Steglitz-Zehlendorf,Zehlendorf,west
Dahlemerweg Ecke Berlinerstrasse,autobus,A48,1965439,"52.44188094,13.28273380",,Steglitz-Zehlendorf,Zehlendorf,west
Drakestrasse Ecke Unter den Eichen,autobus,A48,1965440,"52.44573233,13.29369722",,Steglitz-Zehlendorf,Lichterfelde,west
Hindenburgdamm Ecke Schloßstrasse,autobus,A48,1965441,"52.45348338,13.31557093",,Steglitz-Zehlendorf,Steglitz,west
Bundesallee Ecke Schloßstrasse,autobus,A48,1965442,"52.46491935,13.32846219",,Tempelhof-Schöneberg,Friedenau,west
Innsbruckerplatz,autobus,A48,1965443,"52.47847894,13.34403026",,Tempelhof-Schöneberg,Schöneberg,east
Pallasstrasse Ecke Potsdamerstrasse,autobus,A48,1965444,"52.49433810,13.36106238",,Tempelhof-Schöneberg,Schöneberg,east
U-Bhf. Bülowstrasse,autobus,A48,1965445,"52.49787470,13.36212460",,Tempelhof-Schöneberg,Schöneberg,east
Tiergartenstrasse/Philharmonie,autobus,A48,1965446,"52.51075589,13.36887626",,Mitte,Tiergarten,west
"Roseneck, Rheinbabenallee",autobus,A50,1965447,"52.47593478,13.28212574",,Charlottenburg-Wilmersdorf,Schmargendorf,west
Forckenbeckstrasse Ecke Hohenzollerndamm,autobus,A50,1965448,"52.48221132,13.29002747",,Charlottenburg-Wilmersdorf,Schmargendorf,west
Rudolstädterstrasse,autobus,A50,1965449,"52.48842112,13.30215328",,Charlottenburg-Wilmersdorf,Wilmersdorf,west
U-Bhf. Fehrbellinerplatz,autobus,A50,1965450,"52.49038178,13.31421227",,Charlottenburg-Wilmersdorf,Wilmersdorf,west
Uhlandstrasse Ecke Güntzelstrasse,autobus,A50,1965451,"52.49152711,13.32321130",,Charlottenburg-Wilmersdorf,Wilmersdorf,west
Pragerplatz,autobus,A50,1965452,"52.49295457,13.33315040",,Charlottenburg-Wilmersdorf,Wilmersdorf,west
Königstrasse Ecke Am Großen Wannsee,autobus,A51,1965453,"52.42049713,13.16716791",,Steglitz-Zehlendorf,Wannsee,west
Krankenhaus Heckeshorn,autobus,A51,1965454,"52.43498873,13.16171669",,Steglitz-Zehlendorf,Wannsee,west
"Marienfelde, Stadtrandsiedlung",autobus,A52,1965455,"52.40262128,13.35330799",,Tempelhof-Schöneberg,Marienfelde,west
Alt-Marienfelde Ecke Merienfelderallee,autobus,A52,1965456,"52.41341610,13.36332925",,Tempelhof-Schöneberg,Marienfelde,west
Kettingerstrasse Ecke Buckowerchaussee,autobus,A52,1965457,"52.41324337,13.39549820",,Tempelhof-Schöneberg,Lichtenrade,west
Lichtenraderdamm Ecke Buckowerchaussee,autobus,A52,1965458,"52.41453449,13.40113965",,Tempelhof-Schöneberg,Lichtenrade,west
Bühlerweg,autobus,A52,1965459,"52.41733641,13.41295295",,Neukölln,Buckow,west
Buckower Friedhaus,autobus,A52,1965460,"52.42153161,13.43021506",,Neukölln,Buckow,west
Buckowerdamm Ecke Alt-Buckow,autobus,A52,1965461,"52.42364174,13.43667664",,Neukölln,Buckow,west
Grünerweg Ecke Johannisthalerchaussee,autobus,A52,1965462,"52.42961354,13.45376113",,Neukölln,Gropiusstadt,west
Triftweg Ecke Johannisthalerchaussee,autobus,A52,1965463,"52.43169737,13.45951197",,Neukölln,Gropiusstadt,west
Rudowerstrasse Ecke Johannisthalerchaussee,autobus,A52,1965464,"52.43433594,13.46904495",,Neukölln,Buckow,west
Efeuweg Ecke Rudowerstrasse,autobus,A52,1965465,"52.42964562,13.47798792",,Neukölln,Rudow,west
Wildmeisterdamm Ecke Neuköllnerstrasse,autobus,A52,1965466,"52.42576178,13.48322598",,Neukölln,Rudow,west
Köpenickerstrasse Ecke Neuköllnerstrasse,autobus,A52,1965467,"52.41678547,13.49425005",,Neukölln,Rudow,west
Friedhof Rudow,autobus,A52,1965468,"52.42113122,13.50319915",,Neukölln,Rudow,west
Mimosenweg Ecke Köpenickerstrasse,autobus,A52,1965469,"52.42288858,13.50912841",,Neukölln,Rudow,west
Stubenraustrasse Ecke Kanalstrasse,autobus,A52,1965470,"52.43167573,13.49524803",,Neukölln,Rudow,west
"Nikolassee, Alemannenstrasse",autobus,A53,1965471,"52.42669871,13.19137081",,Steglitz-Zehlendorf,Nikolassee,west
Krottnauererstrasse Ecke Spanische Allee,autobus,A53,1965472,"52.43404562,13.20665810",,Steglitz-Zehlendorf,Nikolassee,west
Waldemarplatz,autobus,A53,1965473,"52.43775537,13.22018978",,Steglitz-Zehlendorf,Zehlendorf,west
Argentinischeallee Ecke Matterhornstrasse,autobus,A53,1965474,"52.43689574,13.23140795",,Steglitz-Zehlendorf,Zehlendorf,west
Knesebeckstrasse Ecke Seehofstrasse,autobus,A53,1965475,"52.42892135,13.26769723",,Steglitz-Zehlendorf,Zehlendorf,west
Dahlemerweg,autobus,A53,1965476,"52.42634636,13.27683264",,Steglitz-Zehlendorf,Zehlendorf,west
4. Ring,autobus,A53,1965477,"52.42250631,13.28694906",,Steglitz-Zehlendorf,Lichterfelde,west
Luzernerstrasse,autobus,A53,1965478,"52.42403869,13.29291061",,Steglitz-Zehlendorf,Lichterfelde,west
Thunerplatz,autobus,A53,1965479,"52.42373316,13.29626016",,Steglitz-Zehlendorf,Lichterfelde,west
Ostpreußendamm Ecke Königsbergerstrasse,autobus,A53,1965480,"52.43081146,13.31748700",,Steglitz-Zehlendorf,Lichterfelde,west
Lankwitzerstrasse Ecke Königsbergerstrasse,autobus,A53,1965481,"52.42780591,13.32637508",,Steglitz-Zehlendorf,Lichterfelde,west
"Grunewald, Roseneck",autobus,A60,1965482,"52.47593599,13.28214054",,Charlottenburg-Wilmersdorf,Schmargendorf,west
Warnemünderstrasse Ecke Hundekehlestrasse,autobus,A60,1965483,"52.47539579,13.29037056",,Charlottenburg-Wilmersdorf,Schmargendorf,west
Aoppoterstrasse Ecke Breitestrasse,autobus,A60,1965484,"52.47327825,13.29894085",,Charlottenburg-Wilmersdorf,Wilmersdorf,west
Hamburgerstrasse Ecke Mecklenburgischestrasse,autobus,A60,1965485,"52.47537517,13.30356645",,Charlottenburg-Wilmersdorf,Wilmersdorf,west
U-Bhf. Heidelbergerplatz,autobus,A60,1965486,"52.48045045,13.31283560",,Charlottenburg-Wilmersdorf,Wilmersdorf,west
Brabanterplatz,autobus,A60,1965487,"52.48197504,13.31612866",,Charlottenburg-Wilmersdorf,Wilmersdorf,west
Am Volkspark,autobus,A60,1965488,"52.48322207,13.32036834",,Charlottenburg-Wilmersdorf,Wilmersdorf,west
Berlinerstrasse Ecke Blissestrasse,autobus,A60,1965489,"52.48650431,13.32037437",,Charlottenburg-Wilmersdorf,Wilmersdorf,west
Postamt,autobus,A60,1965490,"52.48905066,13.32277037",,Charlottenburg-Wilmersdorf,Wilmersdorf,west
Güntzelstrasse Ecke Uhlandstrasse,autobus,A60,1965491,"52.49152414,13.32320274",,Charlottenburg-Wilmersdorf,Wilmersdorf,west
Ludwigkirchstrasse Ecke Uhlandstrasse,autobus,A60,1965492,"52.49794390,13.32441187",,Charlottenburg-Wilmersdorf,Wilmersdorf,west
Kurfürstendamm Ecke Uhlandstrasse,autobus,A60,1965493,"52.50251711,13.32521539",,Charlottenburg-Wilmersdorf,Charlottenburg,west
Zobeltitzstrasse Ecke Eichborndamm,autobus,A61,1965494,"52.56961198,13.31256257",,Reinickendorf,Reinickendorf,west
"Reinickendorf, Sportplatz",autobus,A61,1965495,"52.57376583,13.35206207",,Reinickendorf,Reinickendorf,west
Schillingstrasse Ecke Scharnweberstrasse,autobus,A61,1965496,"52.56595210,13.32024014",,Reinickendorf,Reinickendorf,west
Humboldtstrasse Ecke Ollenhauerstrasse,autobus,A61,1965497,"52.56924651,13.32987792",,Reinickendorf,Reinickendorf,west
Sebastianfriedhof,autobus,A61,1965498,"52.57100250,13.33636094",,Reinickendorf,Reinickendorf,west
Teichstrasse Ecke Lindauerallee,autobus,A61,1965499,"52.57438307,13.34770098",,Reinickendorf,Reinickendorf,west
Pankowerallee Ecke Residenzstrasse,autobus,A61,1965500,"52.56384896,13.36424475",,Reinickendorf,Reinickendorf,west
Kurt-Schumacher-Platz,autobus,A61,1965500,"52.56334132,13.32714462",,,,
Osloerstrasse Ecke Schwedenstrasse,autobus,A61,1965501,"52.55665602,13.37386300",,Mitte,Gesundbrunnen,west
Exerzierstrasse Ecke Badstrasse,autobus,A61,1965502,"52.55379747,13.37714659",,Mitte,Gesundbrunnen,west
Usedomerstrasse Ecke Brunnenstrasse,autobus,A61,1965503,"52.54112092,13.39378151",,Mitte,Gesundbrunnen,west
Bernauerstrasse Ecke Brunnenstrasse,autobus,A61,1965504,"52.53825329,13.39598562",,Mitte,Gesundbrunnen,west
Gartenplatz,autobus,A61,1965505,"52.53856590,13.38400528",,Mitte,Gesundbrunnen,west
"Wittenau, Cyclopstrasse",autobus,A62,1965506,"52.59725578,13.33260500",,Reinickendorf,Wittenau,west
Bonhoeffer-Heim,autobus,A62,1965507,"52.57940413,13.33327468",,Reinickendorf,Wittenau,west
August-Viktoria-Allee Ecke Ollenhauerstrasse,autobus,A62,1965508,"52.56925361,13.32991992",,Reinickendorf,Reinickendorf,west
Saatwinklerdamm Ecke Kurt-Schumacherdamm,autobus,A62,1965509,"52.54801382,13.30054760",,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,west
Olbersstrasse Ecke Tegelerweg,autobus,A62,1965510,"52.52929187,13.29626447",,Charlottenburg-Wilmersdorf,Charlottenburg,west
Richard-Wagner-Platz,autobus,A62,1965511,"52.51749099,13.30639710",,Charlottenburg-Wilmersdorf,Charlottenburg,west
Leibnizstrasse Ecke Otto-Suhr-Allee,autobus,A62,1965512,"52.51466736,13.31516095",,Charlottenburg-Wilmersdorf,Charlottenburg,west
Marburgerstrasse Ecke Tauentzstrasse,autobus,A62,1965513,"52.50374577,13.33767470",,Charlottenburg-Wilmersdorf,Charlottenburg,west
Radelandstrasse Ecke Niederheideweg,autobus,A63,1965514,"52.56621908,13.15706778",,Spandau,Hakenfelde,west
Falkenseerchausee Ecke Zweibrückerstrasse,autobus,A63,1965515,"52.54677033,13.18877220",,Spandau,Falkenhagener Feld,west
Falkenseerplatz,autobus,A63,1965516,"52.54036212,13.20329943",,Spandau,Spandau,west
Am Juliusturm Ecke Breitestrasse,autobus,A63,1965517,"52.53883445,13.20752168",,Spandau,Spandau,west
Hochgerichtstrasse Ecke Seegefelderstrasse,autobus,A63,1965518,"52.53843535,13.18239370",,Spandau,Spandau,west
Seegefelderweg (Stadtgrenze),autobus,A63,1965519,"52.54974478,13.12896856",,Spandau,Staaken,west
Vinetaplatz,autobus,A64,1965520,"52.54113780,13.39842130",,Mitte,Gesundbrunnen,west
Demminerstrasse Ecke Brunnenstrasse,autobus,A64,1965521,"52.54111761,13.39374567",,Mitte,Gesundbrunnen,west
Prinzenallee Ecke Badstrasse,autobus,A64,1965522,"52.55228673,13.38144563",,Mitte,Gesundbrunnen,west
Schulstrasse Ecke Exerzierstrasse,autobus,A64,1965523,"52.55396009,13.37150078",,Mitte,Gesundbrunnen,west
Reinickendorferstrasse Ecke Schulstrasse,autobus,A64,1965524,"52.55156918,13.36734986",,Mitte,Wedding,west
Leopoldplatz,autobus,A64,1965525,"52.54647397,13.35923348",,Mitte,Wedding,west
Antwerpenerstrasse Ecke Luxemburgerstrasse,autobus,A64,1965526,"52.54411217,13.35493853",,Mitte,Wedding,west
Seestrasse Ecke Amrumerstrasse,autobus,A64,1965527,"52.54624999,13.34402033",,Mitte,Wedding,west
Otawistrasse Ecke Afrikanischestrasse,autobus,A64,1965528,"52.55252523,13.33695423",,Mitte,Wedding,west
Müllerstrasse Ecke Afrikanischestrasse,autobus,A64,1965529,"52.56099646,13.33337509",,Mitte,Wedding,west
Holländerstrasse Ecke Septimerstrasse,autobus,A64,1965530,"52.56428064,13.33860259",,Reinickendorf,Reinickendorf,west
Goebelplatz,autobus,A65,1965531,"52.53812718,13.27991415",,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,west
Kurt-Schumacherdamm Ecke Heckerdamm,autobus,A65,1965532,"52.53963822,13.29511816",,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,west
Jakob-Kaiser-Platz,autobus,A65,1965533,"52.53673970,13.29360488",,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,west
Spandauerdamm Ecke Stadtautobahn,autobus,A65,1965534,"52.51857668,13.28324220",,Charlottenburg-Wilmersdorf,Charlottenburg,west
Messedamm/Kaiserdamm,autobus,A65,1965535,"52.50999174,13.28179716",,Charlottenburg-Wilmersdorf,Westend,west
Hohenzollerndamm Ecke Stadtautobahn,autobus,A65,1965536,"52.48792296,13.30056111",,Charlottenburg-Wilmersdorf,Wilmersdorf,west
Heidelbergerplatz,autobus,A65,1965537,"52.48025668,13.31250043",,Charlottenburg-Wilmersdorf,Wilmersdorf,west
Blissestrasse Ecke Detmolderstrasse,autobus,A65,1965538,"52.47880087,13.32030264",,Charlottenburg-Wilmersdorf,Wilmersdorf,west
Sachsendamm Ecke Eberstrasse,autobus,A65,1965539,"52.48014721,13.35216118",,Tempelhof-Schöneberg,Schöneberg,east
Alboinstrasse Ecke Schönebergerstrasse,autobus,A65,1965540,"52.46976839,13.37206381",,Tempelhof-Schöneberg,Tempelhof,west
Manteuffelstrasse Ecke Alt-Tempelhof,autobus,A65,1965541,"52.46635995,13.37809676",,Tempelhof-Schöneberg,Tempelhof,west
Tempelhoferdamm Ecke Alt-Tempelhof,autobus,A65,1965542,"52.46591642,13.38560642",,Tempelhof-Schöneberg,Tempelhof,west
Oberlandstrasse Ecke Germaniastrasse,autobus,A65,1965543,"52.46346249,13.40208263",,Tempelhof-Schöneberg,Tempelhof,west
Hermannstrasse Ecke Silberstreinstrasse,autobus,A65,1965544,"52.46642674,13.43196471",,Neukölln,Neukölln,east
Karl-Marx-Strasse Ecke Saalestrasse,autobus,A65,1965545,"52.46972817,13.44159100",,Neukölln,Neukölln,east
Schulenburgpark,autobus,A65,1965546,"52.46654457,13.47034123",,Neukölln,Neukölln,east
Düppel-Süd,autobus,A66,1965547,"52.42123797,13.22684635",,Steglitz-Zehlendorf,Zehlendorf,west
Fercherstrasse Ecke Berlepschstrasse,autobus,A66,1965548,"52.42335989,13.23473134",,Steglitz-Zehlendorf,Zehlendorf,west
Andreezeile Ecke Teltowerdamm,autobus,A66,1965549,"52.41045731,13.26713203",,Steglitz-Zehlendorf,Zehlendorf,west
Clayallee Ecke Teltowerdamm,autobus,A66,1965550,"52.43506597,13.26042887",,Steglitz-Zehlendorf,Zehlendorf,west
Schützallee Ecke Onkel-Tom-Strasse,autobus,A66,1965551,"52.44062659,13.25520351",,Steglitz-Zehlendorf,Zehlendorf,west
Oranienstrasse Ecke Lindenstrasse,autobus,A67,1965552,"52.50709187,13.39827273",,Friedrichshain-Kreuzberg,Kreuzberg,west
Moritzplatz,autobus,A67,1965553,"52.50382794,13.41018325",,Friedrichshain-Kreuzberg,Kreuzberg,west
U-Bhf. Kottbusser Tor,autobus,A67,1965554,"52.49912276,13.41824117",,Friedrichshain-Kreuzberg,Kreuzberg,west
Kottbusser Brücke,autobus,A67,1965555,"52.49603084,13.42007040",,Friedrichshain-Kreuzberg,Kreuzberg,west
Hermannplatz,autobus,A67,1965556,"52.48778873,13.42539348",,Neukölln,Neukölln,east
Erkstrasse Ecke Sonnenallee,autobus,A67,1965557,"52.48167374,13.44011151",,Neukölln,Neukölln,east
Hertzbergplatz,autobus,A67,1965558,"52.47754135,13.44849300",,Neukölln,Neukölln,east
Dammweg Ecke Sonnenallee,autobus,A67,1965559,"52.47025948,13.46464808",,Neukölln,Neukölln,east
Neuköllnerallee Ecke Grenzallee,autobus,A67,1965560,"52.46813425,13.46058472",,Neukölln,Neukölln,east
Am Oberhafen,autobus,A67,1965561,"52.46501730,13.45059418",,Neukölln,Neukölln,east
U-Bhf. Grenzallee,autobus,A67,1965562,"52.46369510,13.44423173",,Neukölln,Britz,west
Buschkrug,autobus,A67,1965563,"52.45247090,13.45074820",,Neukölln,Britz,west
Onkel-Herse-Strasse Eke Buschkrugallee,autobus,A67,1965564,"52.44826580,13.45393194",,Neukölln,Britz,west
Parchimerallee Ecke Buschkrugallee,autobus,A67,1965565,"52.44508591,13.45520007",,Neukölln,Britz,west
Otto-Wels-Ring Ecke Str. 454,autobus,A67,1965566,"52.43499737,13.45373288",,Neukölln,Gropiusstadt,west
Thielallee Ecke Königin-Luise-Strasse,autobus,A68,1965567,"52.45813421,13.28704347",,Steglitz-Zehlendorf,Dahlem,west
U-Bhf. Dahlem-Dorf,autobus,A68,1965568,"52.45807070,13.28970695",,Steglitz-Zehlendorf,Dahlem,west
Arnimallee Ecke Königin-Luise-Strasse,autobus,A68,1965569,"52.45776572,13.29858724",,Steglitz-Zehlendorf,Dahlem,west
Lepsiusstrasse Ecke Grunewaldstrasse,autobus,A68,1965570,"52.45878275,13.31560706",,Steglitz-Zehlendorf,Steglitz,west
Breitestrasse Ecke Albrechtstrasse,autobus,A68,1965571,"52.45436072,13.32829610",,Steglitz-Zehlendorf,Steglitz,west
Bismarckstrasse Ecke Bergstrasse,autobus,A68,1965572,"52.45863794,13.33929802",,Steglitz-Zehlendorf,Steglitz,west
Munsterdamm Ecke Bergstrasse,autobus,A68,1965573,"52.45910801,13.34873117",,Tempelhof-Schöneberg,Schöneberg,east
Alboinstrasse Ecke Arnulfstrasse,autobus,A68,1965574,"52.45573855,13.36988790",,Tempelhof-Schöneberg,Schöneberg,east
Tempelhoferdamm Ecke Friedrich-Karl-Strasse,autobus,A68,1965575,"52.45579853,13.38396054",,Tempelhof-Schöneberg,Tempelhof,west
Kaiserin-Augusta-Strasse,autobus,A68,1965576,"52.45936602,13.38446422",,Tempelhof-Schöneberg,Tempelhof,west
Alt-Tempelhof Ecke Tempelhoferdamm,autobus,A68,1965577,"52.46601300,13.38558828",,Tempelhof-Schöneberg,Tempelhof,west
U-Bhf. Tempelhof,autobus,A68,1965578,"52.46987510,13.38558706",,Tempelhof-Schöneberg,Tempelhof,west
Eichkamp,autobus,A69,1965579,"52.48991827,13.25954128",,Charlottenburg-Wilmersdorf,Westend,west
Trabenerstrasse Ecke Halenseestrasse,autobus,A69,1965580,"52.49735494,13.28272174",,Charlottenburg-Wilmersdorf,Grunewald,west
Bleibtreustrasse Ecke Kurfürstendamm,autobus,A69,1965581,"52.50160348,13.31946411",,Charlottenburg-Wilmersdorf,Charlottenburg,west
Nürnbergerstrasse Ecke Kurfürstenstrasse,autobus,A69,1965582,"52.50512043,13.34120096",,Mitte,Tiergarten,west
An der Urania,autobus,A69,1965583,"52.50313264,13.34990933",,Mitte,Tiergarten,west
Tiergartenstrasse Ecke Klingelhöferstrasse,autobus,A69,1965584,"52.50956693,13.35136665",,Mitte,Tiergarten,west
Kongreßhalle,autobus,A69,1965585,"52.51763253,13.36319698",,Mitte,Tiergarten,west
John-Foster-Dulles-Allee Ecke Neue Verbindungsstrasse,autobus,A69,1965586,"52.51741103,13.37050573",,Mitte,Tiergarten,west
Moltkebrücke,autobus,A69,1965587,"52.52163755,13.36922927",,Mitte,Tiergarten,west
"Wollankstrasse, Sektorengrenze",autobus,A70,1965588,"52.56559871,13.39083019",,Mitte,Gesundbrunnen,west
Soldinerstrasse Ecke Prinzenallee,autobus,A70,1965589,"52.55868402,13.38625492",,Mitte,Gesundbrunnen,west
Osloerstrasse Ecke Prinzenallee,autobus,A70,1965590,"52.55531797,13.38384006",,Mitte,Gesundbrunnen,west
Badstrasse Ecke Pankstrasse,autobus,A70,1965591,"52.55228518,13.38146632",,Mitte,Gesundbrunnen,west
Wiesenstrasse Ecke Pankstrasse,autobus,A70,1965592,"52.54760177,13.37388377",,Mitte,Gesundbrunnen,west
Ravenéstrasse Ecke Reinickendorferstrasse,autobus,A70,1965593,"52.54285307,13.36977037",,Mitte,Wedding,west
Weddingplatz,autobus,A70,1965594,"52.54113612,13.36850103",,Mitte,Wedding,west
Tegelerstrasse Ecke Fennstrasse,autobus,A70,1965595,"52.53790109,13.36161851",,Mitte,Wedding,west
Rathenowerstrasse Ecke Perlebergerstrasse,autobus,A70,1965596,"52.53247559,13.35058625",,Mitte,Moabit,west
Turmstrasse Ecke Rathenowerstrasse,autobus,A70,1965597,"52.52677327,13.35526322",,Mitte,Moabit,west
Krankenhaus Moabit,autobus,A70,1965598,"52.52631364,13.34776241",,Mitte,Moabit,west
Rathaus Tiergarten,autobus,A70,1965599,"52.52649086,13.33835898",,Mitte,Moabit,west
Berlichingenstrasse Ecke Huttenstrassse,autobus,A70,1965600,"52.52782924,13.32479771",,Mitte,Moabit,west
Wiebestrasse Ecke Turmstrasse,autobus,A70,1965601,"52.52836900,13.31942444",,Mitte,Moabit,west
"Wilhelmsruh, Kopenhagenerstrasse",autobus,A71,1965602,"52.58389051,13.36547285",,Pankow,Wilhelmsruh,east
Lindauerallee Ecke Residenzstrasse,autobus,A71,1965603,"52.57335465,13.35896485",,Reinickendorf,Reinickendorf,west
Emmentalerstrasse Ecke Residenzstrasse,autobus,A71,1965604,"52.57036326,13.36089423",,Reinickendorf,Reinickendorf,west
Schäfersee,autobus,A71,1965605,"52.56412403,13.36412797",,Reinickendorf,Reinickendorf,west
Reginhardstrasse Ecke Pankowerallee,autobus,A71,1965606,"52.56431243,13.37349062",,Reinickendorf,Reinickendorf,west
Provinzstrasse Ecke Pankowerallee,autobus,A71,1965607,"52.56468577,13.37805639",,Reinickendorf,Reinickendorf,west
Ritterlandweg Ecke Soldinerstrasse,autobus,A71,1965608,"52.56075604,13.37703412",,Reinickendorf,Reinickendorf,west
Prinzenallee Ecke Soldinerstrasse,autobus,A71,1965609,"52.55868935,13.38625549",,Mitte,Gesundbrunnen,west
Ramlerstrasse Ecke Brunnenstrasse,autobus,A71,1965610,"52.54710870,13.38914654",,Mitte,Gesundbrunnen,west
Gustav-Meyer-Allee Ecke Brunnenstrasse,autobus,A71,1965611,"52.54467816,13.39104867",,Mitte,Gesundbrunnen,west
Residenzstrasse Ecke Klemkestrasse,autobus,A72,1965612,"52.57424589,13.35915138",,Reinickendorf,Reinickendorf,west
Residenzstrasse Ecke Lindauerallee,autobus,A72,1965613,"52.57335472,13.35894171",,Reinickendorf,Reinickendorf,west
Louise-Schroeder-Platz,autobus,A72,1965614,"52.55713317,13.36551369",,Mitte,Wedding,west
Nauener Platz,autobus,A72,1965615,"52.55155262,13.36737073",,Mitte,Wedding,west
Pankstrasse Ecke Reinickendorferstrasse,autobus,A72,1965616,"52.54523194,13.37050345",,Mitte,Wedding,west
Heidestrasse Ecke Perlebergerstrasse,autobus,A72,1965617,"52.53729390,13.36028117",,Mitte,Moabit,west
Turmstrasse Ecke Stromstrasse,autobus,A72,1965618,"52.52631574,13.34320006",,Mitte,Moabit,west
Wiebestrasse Ecke Huttenstrasse,autobus,A72,1965619,"52.52836900,13.31942444",,Mitte,Moabit,west
Tauroggenerstrasse Ecke Osnabrückerstrasse,autobus,A72,1965620,"52.52585108,13.30194744",,Charlottenburg-Wilmersdorf,Charlottenburg,west
Landgericht,autobus,A72,1965621,"52.52698926,13.29716765",,Charlottenburg-Wilmersdorf,Charlottenburg,west
Quellweg Ecke Nonnendammallee,autobus,A72,1965622,"52.53667861,13.26845965",,Spandau,Siemensstadt,west
Rathenowerstrasse Ecke Perlebergerstrasse,autobus,A72,1965623,"52.53248788,13.35054677",,,,
