stop_name,type,line_name,stop_id,location,identifier,district,neighborhood,east_west_admin
Hohenzollernring,autobus,AS1,1965828,"52.55534807,13.19865762",,Spandau,Hakenfelde,west
Kurfürstendamm Ecke Joachimthalerstrasse,autobus,AS2,1965829,"52.50381681,13.33133158",,Charlottenburg-Wilmersdorf,Charlottenburg,west
Rankeplatz,autobus,AS2,1965830,"52.50042978,13.33086733",,Charlottenburg-Wilmersdorf,Charlottenburg,west
Hohenzollerndamm Ecke Bundesallee,autobus,AS2,1965831,"52.49531823,13.33073029",,Charlottenburg-Wilmersdorf,Wilmersdorf,west
Trautenaustrasse Ecke Bundesallee,autobus,AS2,1965832,"52.49316877,13.33084761",,Charlottenburg-Wilmersdorf,Wilmersdorf,west
Canovastrasse Ecke Thorwaldsenstrasse,autobus,AS2,1965833,"52.46303228,13.34275862",,Steglitz-Zehlendorf,Steglitz,west
Mariendorfer Damm Ecke Kaiserstrasse,autobus,AS2,1965834,"52.44555364,13.38578300",,Tempelhof-Schöneberg,Mariendorf,west
Alt-Mariendorf Ecke Mariendorfer Damm,autobus,AS2,1965835,"52.44019477,13.38731753","nan, nan",Tempelhof-Schöneberg,Mariendorf,west
Tauernallee Ecke Mariendorfer Damm,autobus,AS2,1965836,"52.42328224,13.39615754",,Tempelhof-Schöneberg,Mariendorf,west
Buckower Chaussee Ecke Lichtenrader Damm,autobus,AS2,1965837,"52.41457113,13.40120395",,Tempelhof-Schöneberg,Lichtenrade,west
Goethestrasse Ecke Lichtenrader Damm,autobus,AS2,1965838,"52.40441063,13.40618736",,Tempelhof-Schöneberg,Lichtenrade,west
Goltzstrasse Ecke Lichtenrader Damm,autobus,AS2,1965839,"52.38741231,13.40969616",,Tempelhof-Schöneberg,Lichtenrade,west
Steinstrasse Ecke Bahnhofstrasse,autobus,AS2,1965840,"52.38670377,13.39856724",,Tempelhof-Schöneberg,Lichtenrade,west
Seesenerstrasse Ecke Hohenzollerndamm,autobus,AS3,1965841,"52.48846116,13.30215002",,Charlottenburg-Wilmersdorf,Wilmersdorf,west
Pücklerstrasse Ecke Clayallee,autobus,AS3,1965842,"52.46857085,13.27839710",,Steglitz-Zehlendorf,Dahlem,west
Königin-Luise-Strasse Ecke Clayallee,autobus,AS3,1965843,"52.46048317,13.27487914",,Steglitz-Zehlendorf,Dahlem,west
Winifriedstrasse Ecke Clayallee,autobus,AS3,1965844,"52.43922923,13.26287138",,Steglitz-Zehlendorf,Zehlendorf,west
Clayallee Ecke Berlinerstrasse,autobus,AS3,1965845,"52.43506128,13.26045832",,Steglitz-Zehlendorf,Zehlendorf,west
Savignyplatz,autobus,AS4,1965846,"52.50585291,13.32187247",,Charlottenburg-Wilmersdorf,Charlottenburg,west
Leibnizstrasse Ecke Kantstrasse,autobus,AS4,1965847,"52.50628812,13.31395372",,Charlottenburg-Wilmersdorf,Charlottenburg,west
Wilmersdorferstrasse Ecke Kantstrasse,autobus,AS4,1965848,"52.50669450,13.30667544",,Charlottenburg-Wilmersdorf,Charlottenburg,west
Wundtstrasse Ecke Neue Kantstrasse,autobus,AS4,1965849,"52.50644122,13.28374229",,Charlottenburg-Wilmersdorf,Charlottenburg,west
Messedamm Ecke Neue Kantstrasse,autobus,AS4,1965850,"52.50646481,13.28039967",,Charlottenburg-Wilmersdorf,Westend,west
Spanische Allee Ecke Kronprinzessinnenweg,autobus,AS4,1965851,"52.43381203,13.18936731",,Steglitz-Zehlendorf,Nikolassee,west
Am Großen Wannsee Ecke Königstrasse,autobus,AS4,1965852,"52.42050256,13.16717980",,Steglitz-Zehlendorf,Wannsee,west
Kladow,ferry,Kladow <> Wannsee,1965853,"52.45151499,13.14796194",,Spandau,Kladow,west
Wannsee,ferry,Kladow <> Wannsee,1965854,"52.42192802,13.17581596",,Steglitz-Zehlendorf,Wannsee,west
Gesundbrunnen,s-bahn,KBS 100,1965855,"52.54861111,13.38944444",Q111239092,Mitte,Gesundbrunnen,west
Wedding,s-bahn,KBS 100,1965856,"52.54250000,13.36610000",Q638604,Mitte,Wedding,west
Putlitzstr.,s-bahn,KBS 100,1965857,"52.53600000,13.34400000",Q465972,Mitte,Moabit,west
Beusselstr.,s-bahn,KBS 100,1965858,"52.53444444,13.32916667",Q323219,Mitte,Moabit,west
Jungfernheide,s-bahn,KBS 100,1965859,"52.53035000,13.29943333",Q110977325,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,west
Westend,s-bahn,KBS 100,1965860,"52.51810000,13.28440000",Q323214,Charlottenburg-Wilmersdorf,Charlottenburg,west
Witzleben,s-bahn,KBS 100,1965861,"52.50780000,13.28360000",Q321266,Charlottenburg-Wilmersdorf,Charlottenburg,west
Westkreuz,s-bahn,KBS 100,1965862,"52.50110000,13.28390000",Q678125,Charlottenburg-Wilmersdorf,Charlottenburg,west
Halensee,s-bahn,KBS 100,1965863,"52.49610000,13.29060000",Q800476,Charlottenburg-Wilmersdorf,Halensee,west
Hohenzollerndamm,s-bahn,KBS 100,1965864,"52.48850000,13.30040000",Q800503,Charlottenburg-Wilmersdorf,Halensee,west
Schmargendorf,s-bahn,KBS 100,1965865,"52.47967222,13.31244167",Q302810,Charlottenburg-Wilmersdorf,Wilmersdorf,west
Wilmersdorf,s-bahn,KBS 100,1965866,"52.47765833,13.32852500",Q464094,Charlottenburg-Wilmersdorf,Wilmersdorf,west
Innsbrucker Platz,s-bahn,KBS 100,1965867,"52.47860000,13.34390000",Q111263876,Tempelhof-Schöneberg,Schöneberg,east
Schöneberg,s-bahn,KBS 100,1965868,"52.47940000,13.35170000",Q543855,Tempelhof-Schöneberg,Schöneberg,east
Papestr.,s-bahn,KBS 100,1965869,"52.47560000,13.36440000",Q111323139,Tempelhof-Schöneberg,Schöneberg,east
Tempelhof,s-bahn,KBS 100,1965870,"52.47080000,13.38540000",Q111264368,Tempelhof-Schöneberg,Tempelhof,west
Hermannstr.,s-bahn,KBS 100,1965871,"52.46750000,13.43111111",Q111263802,Neukölln,Neukölln,east
Neukölln,s-bahn,KBS 100,1965872,"52.46916667,13.44166667",Q111325412,Neukölln,Neukölln,east
Sonnenallee,s-bahn,KBS 100,1965873,"52.47300000,13.45580000",Q481364,Neukölln,Neukölln,east
Siemensstadt-Fürstenbrunn,s-bahn,KBS 100a,1965874,"52.52800000,13.26950000",Q18747940,Charlottenburg-Wilmersdorf,Westend,west
Spandau,s-bahn,KBS 100a,1965875,"52.53200000,13.20890000",Q800491,Spandau,Spandau,west
Spandau West,s-bahn,KBS 100a,1965876,"52.53470000,13.19580000",Q111325678,Spandau,Spandau,west
Staaken,s-bahn,KBS 100a,1965877,"52.53780000,13.14140000",Q477545,Spandau,Staaken,west
Wernerwerk,s-bahn,KBS 100b,1965878,"52.53486300,13.27599000",Q96077001,Spandau,Siemensstadt,west
Siemensstadt,s-bahn,KBS 100b,1965879,"52.53923000,13.26365000",Q96080453,Spandau,Siemensstadt,west
Gartenfeld,s-bahn,KBS 100b,1965880,"52.54695000,13.24882000",Q96080469,Spandau,Siemensstadt,west
Heiligensee,s-bahn,KBS 100c,1965881,"52.62470000,13.22920000",Q800475,Reinickendorf,Heiligensee,west
Schulzendorf (b Tegel),s-bahn,KBS 100c,1965882,"52.61280000,13.24620000",Q800487,Reinickendorf,Heiligensee,west
Tegel,s-bahn,KBS 100c,1965883,"52.58860000,13.28940000",Q800493,Reinickendorf,Tegel,west
Eichbornstr.,s-bahn,KBS 100c,1965884,"52.57760000,13.31690000",Q800500,Reinickendorf,Reinickendorf,west
Wittenau (Kremmener Bahn),s-bahn,KBS 100c,1965885,"52.59701300,13.33432900",Q111264319,Reinickendorf,Wittenau,west
Reinickendorf,s-bahn,KBS 100c,1965886,"52.57790000,13.35060000",Q800496,Reinickendorf,Reinickendorf,west
Schönholz,s-bahn,KBS 100c,1965887,"52.57140000,13.38140000",Q800490,Reinickendorf,Reinickendorf,west
Wollankstr.,s-bahn,KBS 100c,1965888,"52.56515250,13.39236270",Q800515,Pankow,Pankow,east
Humboldthain,s-bahn,KBS 100c,1965889,"52.54510000,13.37960000",Q481276,Mitte,Gesundbrunnen,west
Friedrichstr.,s-bahn,KBS 100c,1965890,"52.52027778,13.38694444",Q111219456,Mitte,Mitte,east
Anhalter Bahnhof,s-bahn,KBS 100c,1965891,"52.50305556,13.38194444",Q111324573,Friedrichshain-Kreuzberg,Kreuzberg,west
Yorckstr.,s-bahn,KBS 100c,1965892,"52.49177778,13.37214167",Q21776729,Tempelhof-Schöneberg,Schöneberg,east
Priesterweg,s-bahn,KBS 100c,1965893,"52.46010000,13.35630000",Q800508,Tempelhof-Schöneberg,Schöneberg,east
Mariendorf,s-bahn,KBS 100c,1965894,"52.44780000,13.36090000",Q800497,Tempelhof-Schöneberg,Tempelhof,west
Marienfelde,s-bahn,KBS 100c,1965895,"52.42420000,13.37470000",Q800485,Tempelhof-Schöneberg,Marienfelde,west
Buckower Ch.,s-bahn,KBS 100c,1965896,"52.41030000,13.38290000",Q800499,Tempelhof-Schöneberg,Marienfelde,west
Lichtenrade,s-bahn,KBS 100c,1965897,"52.38760000,13.39630000",Q6543354,Tempelhof-Schöneberg,Lichtenrade,west
Südende,s-bahn,KBS 100d,1965898,"52.44810000,13.35360000",Q800511,Steglitz-Zehlendorf,Steglitz,west
Lankwitz,s-bahn,KBS 100d,1965899,"52.43860000,13.34170000",Q800481,Steglitz-Zehlendorf,Lankwitz,west
Lichterfelde Ost,s-bahn,KBS 100d,1965900,"52.43000000,13.32890000",Q111311299,Steglitz-Zehlendorf,Lichterfelde,west
Lichterfelde Süd,s-bahn,KBS 100d,1965901,"52.41000000,13.30860000",Q800482,Steglitz-Zehlendorf,Lichterfelde,west
Frohnau,s-bahn,KBS 100e,1965902,"52.63250000,13.29020000",Q800472,Reinickendorf,Frohnau,west
Hermsdorf,s-bahn,KBS 100e,1965903,"52.61780000,13.30690000",Q263189,Reinickendorf,Hermsdorf,west
Waidmannslust,s-bahn,KBS 100e,1965904,"52.60640000,13.32100000",Q800492,Reinickendorf,Waidmannslust,west
Wittenau (Nordbahn),s-bahn,KBS 100e,1965905,"52.59701300,13.33432900",Q111264319,Reinickendorf,Wittenau,west
Wilhelmsruh,s-bahn,KBS 100e,1965906,"52.58140000,13.36310000",Q800495,Reinickendorf,Reinickendorf,west
Großgörschenstr.,s-bahn,KBS 100e,1965907,"52.49227450,13.36785880",Q21776726,Tempelhof-Schöneberg,Schöneberg,east
Friedenau,s-bahn,KBS 100e,1965908,"52.47000000,13.34100000",Q800471,Tempelhof-Schöneberg,Schöneberg,east
Feuerbachstr.,s-bahn,KBS 100e,1965909,"52.46361111,13.33277778",Q800501,Steglitz-Zehlendorf,Steglitz,west
Steglitz,s-bahn,KBS 100e,1965910,"52.45620000,13.32160000",Q111264179,Steglitz-Zehlendorf,Steglitz,west
Botanischer Garten,s-bahn,KBS 100e,1965911,"52.44806000,13.30722000",Q800498,Steglitz-Zehlendorf,Lichterfelde,west
Lichterfelde West,s-bahn,KBS 100e,1965912,"52.44330000,13.29470000",Q111327103,Steglitz-Zehlendorf,Lichterfelde,west
Sundgauer Str.,s-bahn,KBS 100e,1965913,"52.43629100,13.27377200",Q800513,Steglitz-Zehlendorf,Zehlendorf,west
Zehlendorf,s-bahn,KBS 100e,1965914,"52.43090000,13.25840000",Q737962,Steglitz-Zehlendorf,Zehlendorf,west
Lindenthaler Allee,s-bahn,KBS 100e,1965915,"52.43750000,13.23250000",Q315891,Steglitz-Zehlendorf,Zehlendorf,west
Schlachtensee,s-bahn,KBS 100e,1965916,"52.44010000,13.21530000",Q800509,Steglitz-Zehlendorf,Zehlendorf,west
Nikolassee,s-bahn,KBS 100e,1965917,"52.43170000,13.19330000",Q637052,Steglitz-Zehlendorf,Nikolassee,west
Wannsee,s-bahn,KBS 100e,1965918,"52.42140000,13.17920000",Q111325896,Steglitz-Zehlendorf,Wannsee,west
Düppel-Kleinmachnow,s-bahn,KBS 100f,1965919,"52.42138889,13.22666667",Q44763529,Steglitz-Zehlendorf,Nikolassee,west
Lehrter Stadtbahnhof,s-bahn,KBS 100g,1965920,"52.52530000,13.36940000",Q821299,Mitte,Moabit,west
Bellevue,s-bahn,KBS 100g,1965921,"52.52000000,13.34805556",Q374018,Mitte,Hansaviertel,west
Tiergarten,s-bahn,KBS 100g,1965922,"52.51440000,13.33650000",Q572112,Mitte,Hansaviertel,west
Zoologischer Garten,s-bahn,KBS 100g,1965923,"52.50722222,13.33250000",Q111326238,Charlottenburg-Wilmersdorf,Charlottenburg,west
Savignyplatz,s-bahn,KBS 100g,1965924,"52.50517460,13.31906590",Q554382,Charlottenburg-Wilmersdorf,Charlottenburg,west
Charlottenburg,s-bahn,KBS 100g,1965925,"52.50472222,13.30333333",Q111326217,Charlottenburg-Wilmersdorf,Charlottenburg,west
Eichkamp,s-bahn,KBS 100g,1965926,"52.49870000,13.27020000",Q800504,Charlottenburg-Wilmersdorf,Westend,west
Heerstr.,s-bahn,KBS 100g,1965927,"52.50860000,13.25860000",Q800502,Charlottenburg-Wilmersdorf,Westend,west
Olympiastadion,s-bahn,KBS 100g,1965928,"52.51100000,13.24160000",Q800506,Charlottenburg-Wilmersdorf,Westend,west
Pichelsberg,s-bahn,KBS 100g,1965929,"52.51030000,13.22710000",Q800488,Charlottenburg-Wilmersdorf,Westend,west
Grunewald,s-bahn,KBS 100h,1965930,"52.48920000,13.26140000",Q457266,Charlottenburg-Wilmersdorf,Westend,west
Köllnische Heide,s-bahn,KBS 100k,1965931,"52.46940000,13.46750000",Q800505,Neukölln,Neukölln,east
Schlesisches Tor,u-bahn,A I,1965932,"52.50083333,13.44166667",Q602282,Friedrichshain-Kreuzberg,Kreuzberg,west
Görlitzer Bahnhof (Oranienstr.),u-bahn,A I,1965933,"52.49920000,13.42800000",Q597759,Friedrichshain-Kreuzberg,Kreuzberg,west
Kottbusser Tor,u-bahn,A I,1965934,"52.49916667,13.41805556",Q819768,Friedrichshain-Kreuzberg,Kreuzberg,west
Prinzenstr.,u-bahn,A I,1965935,"52.49833333,13.40611111",Q689797,Friedrichshain-Kreuzberg,Kreuzberg,west
Hallesches Tor,u-bahn,A I,1965936,"52.49777778,13.39111111",Q658302,Friedrichshain-Kreuzberg,Kreuzberg,west
Gleisdreieck,u-bahn,A I,1965937,"52.49952000,13.37409000",Q678372,Friedrichshain-Kreuzberg,Kreuzberg,west
Kurfürstenstr.,u-bahn,A I,1965938,"52.50000000,13.36194444",Q690203,Mitte,Tiergarten,west
Nollendorfplatz,u-bahn,A I,1965939,"52.49916667,13.35388889",Q571039,Tempelhof-Schöneberg,Schöneberg,east
Wittenbergplatz,u-bahn,A I,1965940,"52.50194444,13.34305556",Q692727,Tempelhof-Schöneberg,Schöneberg,east
Zoologischer Garten,u-bahn,A I,1965941,"52.50586690,13.33302360",Q4024764,Charlottenburg-Wilmersdorf,Charlottenburg,west
Ernst-Reuter-Platz,u-bahn,A I,1965942,"52.51194444,13.32222222",Q658361,Charlottenburg-Wilmersdorf,Charlottenburg,west
Deutsche Oper (Bismarckstr.),u-bahn,A I,1965943,"52.51194444,13.31055556",Q869501,Charlottenburg-Wilmersdorf,Charlottenburg,west
Sophie-Charlotte-Platz,u-bahn,A I,1965944,"52.51083333,13.29666667",Q657879,Charlottenburg-Wilmersdorf,Charlottenburg,west
Kaiserdamm (Messedamm),u-bahn,A I,1965945,"52.51000000,13.28220000",Q656409,Charlottenburg-Wilmersdorf,Westend,west
Theodor-Heuss-Platz,u-bahn,A I,1965946,"52.50972222,13.27305556",Q657857,Charlottenburg-Wilmersdorf,Westend,west
Ruhleben,u-bahn,A I,1965947,"52.52555556,13.24138889",Q656401,Charlottenburg-Wilmersdorf,Westend,west
Möckernbrücke,u-bahn,A II,1965948,"52.49916667,13.38277778",Q704716,Friedrichshain-Kreuzberg,Kreuzberg,west
Augsburger Str.,u-bahn,A II,1965949,"52.50055600,13.33638900",Q667035,Charlottenburg-Wilmersdorf,Charlottenburg,west
Spichernstrasse,u-bahn,A II,1965950,"52.49638889,13.33055556",Q667046,Charlottenburg-Wilmersdorf,Wilmersdorf,west
Hohenzollernplatz,u-bahn,A II,1965951,"52.49388889,13.32500000",Q571570,Charlottenburg-Wilmersdorf,Wilmersdorf,west
Fehrbelliner Platz,u-bahn,A II,1965952,"52.49027778,13.31444444",Q663245,Charlottenburg-Wilmersdorf,Wilmersdorf,west
Heidelberger Platz,u-bahn,A II,1965953,"52.47980833,13.31323611",Q21777872,Charlottenburg-Wilmersdorf,Wilmersdorf,west
Rüdesheimer Platz,u-bahn,A II,1965954,"52.47333333,13.31444444",Q167147,Charlottenburg-Wilmersdorf,Wilmersdorf,west
Breitenbachplatz,u-bahn,A II,1965955,"52.46638889,13.30805556",Q571339,Steglitz-Zehlendorf,Dahlem,west
Podbielskiallee,u-bahn,A II,1965956,"52.46444444,13.29638889",Q571324,Steglitz-Zehlendorf,Dahlem,west
Dahlem-Dorf,u-bahn,A II,1965957,"52.45694444,13.28944444",Q668585,Steglitz-Zehlendorf,Dahlem,west
Thielplatz,u-bahn,A II,1965958,"52.45111111,13.28222222",Q571331,Steglitz-Zehlendorf,Dahlem,west
Oskar-Helene-Heim,u-bahn,A II,1965959,"52.45027778,13.26972222",Q681336,Steglitz-Zehlendorf,Dahlem,west
Onkel Toms Hütte,u-bahn,A II,1965960,"52.45027778,13.25333333",Q389214,Steglitz-Zehlendorf,Zehlendorf,west
Krumme Lanke,u-bahn,A II,1965961,"52.44333333,13.24138889",Q663945,Steglitz-Zehlendorf,Zehlendorf,west
Richard-Wagner-Platz,u-bahn,A III,1965962,"52.51750000,13.30638889",Q662201,Charlottenburg-Wilmersdorf,Charlottenburg,west
Bayerischer Platz,u-bahn,B I,1965963,"52.48833333,13.34027778",Q668574,Tempelhof-Schöneberg,Schöneberg,east
Innsbrucker Platz,u-bahn,B I,1965964,"52.47860000,13.34390000",Q10275871,Tempelhof-Schöneberg,Schöneberg,east
Kurfürstendamm,u-bahn,B III,1965965,"52.50416667,13.33277778",Q663933,Charlottenburg-Wilmersdorf,Charlottenburg,west
Uhlandstrasse,u-bahn,B III,1965966,"52.49368292,13.32361138",,Charlottenburg-Wilmersdorf,Wilmersdorf,west
Tegel,u-bahn,C I,1965967,"52.58944000,13.28389000",Q656090,Reinickendorf,Tegel,west
Borsigwerke,u-bahn,C I,1965968,"52.58190000,13.29070000",Q525185,Reinickendorf,Tegel,west
Holzhauser Str.,u-bahn,C I,1965969,"52.57583333,13.29611111",Q557566,Reinickendorf,Tegel,west
Seidelstr. (Flughafen Tegel),u-bahn,C I,1965970,"52.57111100,13.30277800",Q557582,Reinickendorf,Reinickendorf,west
Scharnweberstr. (Eichborndamm),u-bahn,C I,1965971,"52.56694444,13.31277778",Q557586,Reinickendorf,Reinickendorf,west
Kurt-Schumacher-Platz,u-bahn,C I,1965972,"52.56355556,13.32657222",Q555916,Reinickendorf,Reinickendorf,west
Afrikanische Str.,u-bahn,C I,1965973,"52.56002778,13.33463333",Q559239,Mitte,Wedding,west
Rehberge,u-bahn,C I,1965974,"52.55670000,13.34120000",Q253850,Mitte,Wedding,west
Seestr.,u-bahn,C I,1965975,"52.55056000,13.35194000",Q554391,Mitte,Wedding,west
Leopoldplatz,u-bahn,C I,1965976,"52.54650000,13.35910000",Q1960809,Mitte,Wedding,west
Bahnhof Wedding,u-bahn,C I,1965977,"52.54250000,13.36611100",Q4018733,Mitte,Wedding,west
Reinickendorfer Str.,u-bahn,C I,1965978,"52.53991111,13.37037778",Q559249,Mitte,Wedding,west
Bahnhof Friedrichstr. (Stadtbahn),u-bahn,C I,1965979,"52.52011111,13.38830556",Q3753274,Mitte,Mitte,east
Kochstr.,u-bahn,C I,1965980,"52.50589722,13.39061111",Q201849,Friedrichshain-Kreuzberg,Kreuzberg,west
Mehringdamm,u-bahn,C I,1965981,"52.49388889,13.38833333",Q657905,Friedrichshain-Kreuzberg,Kreuzberg,west
Gneisenaustr.,u-bahn,C I,1965982,"52.49138889,13.39555556",Q668618,Friedrichshain-Kreuzberg,Kreuzberg,west
Südstern,u-bahn,C I,1965983,"52.48944444,13.40777778",Q656081,Friedrichshain-Kreuzberg,Kreuzberg,west
Hermannplatz,u-bahn,C I,1965984,"52.48629000,13.42455000",Q658929,Neukölln,Neukölln,east
Rathaus Neukölln,u-bahn,C I,1965985,"52.48166667,13.43416667",Q628770,Neukölln,Neukölln,east
Karl-Marx-Str.,u-bahn,C I,1965986,"52.47611111,13.43916667",Q519494,Neukölln,Neukölln,east
Neukölln (Südring),u-bahn,C I,1965987,"52.46944400,13.44222200",Q21272767,Neukölln,Neukölln,east
Grenzallee,u-bahn,C I,1965988,"52.46333333,13.44388889",Q571836,Neukölln,Britz,west
Blaschkoallee,u-bahn,C I,1965989,"52.45194444,13.44944444",Q666911,Neukölln,Britz,west
Parchimer Allee,u-bahn,C I,1965990,"52.44472222,13.44944444",Q571855,Neukölln,Britz,west
Britz-Süd,u-bahn,C I,1965991,"52.43777778,13.44805556",Q571845,Neukölln,Britz,west
Flughafen,u-bahn,C II,1965992,"52.48555600,13.38583300",Q557582,Friedrichshain-Kreuzberg,Kreuzberg,west
Paradestr.,u-bahn,C II,1965993,"52.47805556,13.38611111",Q557543,Tempelhof-Schöneberg,Tempelhof,west
Tempelhof (Südring),u-bahn,C II,1965994,"52.47075000,13.38536111",Q3983109,Tempelhof-Schöneberg,Tempelhof,west
Gesundbrunnen,u-bahn,D,1965995,"52.54861100,13.38944400",Q3761416,Mitte,Gesundbrunnen,west
Voltastr.,u-bahn,D,1965996,"52.54209300,13.39302200",Q663308,Mitte,Gesundbrunnen,west
Moritzplatz,u-bahn,D,1965997,"52.50361111,13.41083333",Q374225,Friedrichshain-Kreuzberg,Kreuzberg,west
Kottbusser Damm (Schönleinstr.),u-bahn,D,1965998,"52.49305556,13.42194444",Q666868,Friedrichshain-Kreuzberg,Kreuzberg,west
Boddinstr.,u-bahn,D,1965999,"52.48000000,13.42527778",Q819495,Neukölln,Neukölln,east
Leinestr.,u-bahn,D,19651000,"52.47277778,13.42833333",Q668563,Neukölln,Neukölln,east
Amrumer Strasse,u-bahn,G,19651001,"52.54250000,13.35027778",Q557577,Mitte,Wedding,west
Pulitzstrasse,u-bahn,G,19651002,"52.53679500,13.34272400",Q4019188,Mitte,Moabit,west
Birkenstrasse,u-bahn,G,19651003,"52.53222222,13.34138889",Q555998,Mitte,Moabit,west
Turmstrasse,u-bahn,G,19651004,"52.52585000,13.34135278",Q571400,Mitte,Moabit,west
Hansaplatz,u-bahn,G,19651005,"52.51777778,13.34222222",Q287552,Mitte,Hansaviertel,west
Richard-Wagner-Platz,strassenbahn,55,19651965870,"52.51739226,13.30650847",,Charlottenburg-Wilmersdorf,Charlottenburg,west
Johannesstift,strassenbahn,76,19651965871,"52.56762417,13.19178261",,Spandau,Hakenfelde,west
Pionierstrasse Ecke Zeppelinstrasse,autobus,A63,19651965872,"52.55151570,13.18550432",,Spandau,Falkenhagener Feld,west
Rathaus Wannsee,autobus,AS4,19651965873,"52.41842454,13.14881635",,Steglitz-Zehlendorf,Wannsee,west
